testfall_id,stufe,workflow,score_strukturell,score_semantisch,score_gesamt,syntax_gate,fk_gate,pk_rate,pk_tabellen_gesamt,pk_tabellen_mit_pk,fk_referenzen_gesamt,fk_referenzen_ungueltig,entitaet_precision,entitaet_recall,entitaet_f1,entitaet_matched,entitaet_nur_in_referenz,entitaet_nur_in_generiert,attribut_precision,attribut_recall,attribut_f1,attribut_matched,attribut_nur_in_referenz,attribut_nur_in_generiert,beziehung_recall,beziehung_matched,beziehung_nur_in_referenz,beziehung_nur_in_generiert,abweichungen_total,input_tokens,output_tokens,total_tokens,llm_calls,error
TC031,1,mad,1.0,0.8449172576832154,0.9069503546099292,1,1,1.0,5,5,4,0,0.8,1.0,0.888888888888889,4,0,1,0.68,0.7727272727272727,0.7234042553191491,17,5,8,1.0,3,0,0,5,32634,8541,41175,8,
TC032,1,sa,1.0,0.9555555555555555,0.9733333333333333,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,16,2,2,1.0,2,0,0,2,2296,764,3060,1,
TC032,1,ps,1.0,0.9555555555555555,0.9733333333333333,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,16,2,2,1.0,2,0,0,2,7094,2750,9844,3,
TC032,1,iw,1.0,0.38,0.628,1,1,1.0,5,5,4,0,0.4,0.6666666666666666,0.5,2,1,3,0.4090909090909091,0.5,0.45,9,9,13,0.0,0,2,0,12,21989,6900,28889,6,
TC032,1,oa,1.0,0.611111111111111,0.7666666666666666,1,1,1.0,3,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,0.6111111111111112,0.6111111111111112,0.6111111111111112,11,7,7,0.5,1,1,0,9,26385,7491,33876,7,
TC032,1,mad,1.0,0.581203007518797,0.7487218045112782,1,1,1.0,4,4,3,0,0.5,0.6666666666666666,0.5714285714285715,2,1,2,0.6,0.6666666666666666,0.631578947368421,12,6,8,0.5,1,1,0,8,31300,8620,39920,8,
TC033,1,sa,1.0,0.95,0.97,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.875,0.875,0.875,14,2,2,1.0,2,0,0,2,2297,702,2999,1,
TC033,1,ps,1.0,0.95,0.97,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.875,0.875,0.875,14,2,2,1.0,2,0,0,2,7035,2434,9469,3,
TC033,1,iw,1.0,0.95,0.97,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.875,0.875,0.875,14,2,2,1.0,2,0,0,2,5501,1516,7017,2,
TC033,1,oa,1.0,0.925,0.9550000000000001,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.8125,0.8125,0.8125,13,3,3,1.0,2,0,0,3,11981,3166,15147,4,
TC033,1,mad,1.0,0.95,0.97,1,1,1.0,3,3,2,0,1.0,1.0,1.0,3,0,0,0.875,0.875,0.875,14,2,2,1.0,2,0,0,2,27819,6017,33836,8,
TC034,2,sa,1.0,0.9306666666666668,0.9584,1,1,1.0,7,7,6,0,1.0,1.0,1.0,7,0,0,0.775,0.8857142857142857,0.8266666666666667,31,4,9,1.0,6,0,0,4,2500,1728,4228,1,
TC034,2,ps,1.0,0.7993788819875776,0.8796273291925465,1,1,1.0,7,7,6,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,6,1,1,0.7352941176470589,0.7142857142857143,0.7246376811594202,25,10,9,0.8333333333333334,5,1,0,12,9613,5112,14725,3,
TC034,2,iw,1.0,0.8660162601626016,0.9196097560975609,1,1,1.0,8,8,7,0,0.875,1.0,0.9333333333333333,7,0,1,0.6382978723404256,0.8571428571428571,0.7317073170731707,30,5,17,1.0,6,0,0,5,29288,11309,40597,6,
TC034,2,oa,1.0,0.6543417366946779,0.7926050420168067,1,1,1.0,7,7,6,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,5,2,2,0.6060606060606061,0.5714285714285714,0.588235294117647,20,15,13,0.6666666666666666,4,2,0,19,17039,6165,23204,4,
TC034,2,mad,1.0,0.8733333333333333,0.9239999999999999,1,1,1.0,8,8,7,0,0.875,1.0,0.9333333333333333,7,0,1,0.6666666666666666,0.8571428571428571,0.75,30,5,15,1.0,6,0,0,5,43457,14066,57523,8,
TC035,2,sa,1.0,0.5399253731343284,0.7239552238805971,1,1,1.0,8,8,8,0,0.625,0.625,0.625,5,3,3,0.5,0.5806451612903226,0.537313432835821,18,13,18,0.375,3,5,0,21,2483,1720,4203,1,
TC035,2,ps,1.0,0.5553030303030303,0.7331818181818182,1,1,1.0,8,8,7,0,0.625,0.625,0.625,5,3,3,0.5428571428571428,0.6129032258064516,0.5757575757575757,19,12,16,0.375,3,5,0,20,9728,5364,15092,3,
TC035,2,iw,1.0,0.49162745098039223,0.6949764705882353,1,1,1.0,9,9,9,0,0.5555555555555556,0.625,0.5882352941176471,5,3,4,0.38636363636363635,0.5483870967741935,0.4533333333333333,17,14,27,0.375,3,5,0,22,28556,11005,39561,6,
TC035,2,oa,1.0,0.5465384615384616,0.727923076923077,1,1,1.0,8,8,8,0,0.625,0.625,0.625,5,3,3,0.5294117647058824,0.5806451612903226,0.5538461538461539,18,13,16,0.375,3,5,0,21,51908,14674,66582,9,
TC035,2,mad,1.0,0.5165492957746478,0.7099295774647887,1,1,1.0,8,8,8,0,0.625,0.625,0.625,5,3,3,0.425,0.5483870967741935,0.47887323943661964,17,14,23,0.375,3,5,0,22,41063,13259,54322,8,
TC036,2,sa,1.0,0.6144077356970186,0.7686446414182111,1,1,1.0,9,9,12,0,0.6666666666666666,0.75,0.7058823529411765,6,2,3,0.5897435897435898,0.6764705882352942,0.6301369863013699,23,11,16,0.4,4,6,0,19,2494,2037,4531,1,
TC036,2,ps,1.0,0.635072463768116,0.7810434782608696,1,1,1.0,8,8,10,0,0.75,0.75,0.75,6,2,2,0.6285714285714286,0.6470588235294118,0.6376811594202899,22,12,13,0.4,4,6,1,20,10335,6203,16538,3,
TC036,2,iw,1.0,0.4992941176470589,0.6995764705882354,1,1,1.0,9,9,13,0,0.5555555555555556,0.625,0.5882352941176471,5,3,4,0.5121951219512195,0.6176470588235294,0.56,21,13,20,0.2,2,8,1,24,29458,11451,40909,6,
TC036,2,oa,1.0,0.5989726594863298,0.7593835956917979,1,1,1.0,9,9,13,0,0.6666666666666666,0.75,0.7058823529411765,6,2,3,0.5675675675675675,0.6176470588235294,0.5915492957746479,21,13,16,0.4,4,6,1,21,64961,20817,85778,10,
TC036,2,mad,1.0,0.49347593582887705,0.6960855614973263,1,1,1.0,9,9,12,0,0.5555555555555556,0.625,0.5882352941176471,5,3,4,0.4883720930232558,0.6176470588235294,0.5454545454545455,21,13,22,0.2,2,8,0,24,45592,15528,61120,8,
TC037,2,sa,1.0,0.8068493150684933,0.8841095890410959,1,1,1.0,8,8,8,0,0.875,0.875,0.875,7,1,1,0.8235294117647058,0.717948717948718,0.767123287671233,28,11,6,0.75,6,2,0,14,2456,1679,4135,1,
TC037,2,ps,1.0,0.7958904109589041,0.8775342465753424,1,1,1.0,8,8,8,0,0.875,0.875,0.875,7,1,1,0.7941176470588235,0.6923076923076923,0.7397260273972601,27,12,7,0.75,6,2,0,15,9575,5611,15186,3,
TC037,2,iw,1.0,0.5771331609566905,0.7462798965740143,1,1,1.0,9,9,9,0,0.6666666666666666,0.75,0.7058823529411765,6,2,3,0.4807692307692308,0.6410256410256411,0.5494505494505495,25,14,27,0.375,3,5,0,21,29547,12059,41606,6,
TC037,2,oa,1.0,0.7958904109589041,0.8775342465753424,1,1,1.0,8,8,8,0,0.875,0.875,0.875,7,1,1,0.7941176470588235,0.6923076923076923,0.7397260273972601,27,12,7,0.75,6,2,0,15,18076,6174,24250,4,
TC037,2,mad,1.0,0.7278294862248698,0.8366976917349218,1,1,1.0,9,9,9,0,0.7777777777777778,0.875,0.823529411764706,7,1,2,0.675,0.6923076923076923,0.6835443037974683,27,12,13,0.625,5,3,0,16,44414,14517,58931,8,
TC038,2,sa,1.0,0.7808243727598566,0.8684946236559139,1,1,1.0,8,8,9,0,0.875,0.875,0.875,7,1,1,0.6956521739130435,0.6808510638297872,0.6881720430107526,32,15,14,0.7777777777777778,7,2,0,18,2490,2057,4547,1,
TC038,2,ps,1.0,0.4177777777777778,0.6506666666666667,1,1,1.0,8,8,9,0,0.5,0.5,0.5,4,4,4,0.3953488372093023,0.3617021276595745,0.37777777777777777,17,30,26,0.3333333333333333,3,6,0,40,10128,6224,16352,3,
TC038,2,iw,1.0,0.6822923976608187,0.8093754385964913,1,1,1.0,11,11,12,0,0.6363636363636364,0.875,0.7368421052631579,7,1,4,0.5471698113207547,0.6170212765957447,0.58,29,18,24,0.7777777777777778,7,2,0,21,31196,12271,43467,6,
TC038,2,oa,1.0,0.4303030303030303,0.6581818181818182,1,1,1.0,8,8,9,0,0.5,0.5,0.5,4,4,4,0.43902439024390244,0.3829787234042553,0.4090909090909091,18,29,23,0.3333333333333333,3,6,0,39,19012,6848,25860,4,
TC038,2,mad,1.0,0.6548615322417627,0.7929169193450576,1,1,1.0,9,9,11,0,0.6666666666666666,0.75,0.7058823529411765,6,2,3,0.58,0.6170212765957447,0.5979381443298969,29,18,21,0.6666666666666666,6,3,1,23,44567,14837,59404,8,
TC039,2,sa,1.0,0.8541391941391943,0.9124835164835166,1,1,1.0,7,7,6,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,6,1,1,0.8484848484848485,0.875,0.8615384615384615,28,4,5,0.8333333333333334,5,1,0,6,2457,1532,3989,1,
TC039,2,ps,1.0,0.7113978494623656,0.8268387096774195,1,1,1.0,8,8,7,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.6666666666666666,0.625,0.6451612903225806,20,12,10,0.6666666666666666,4,2,0,15,8858,4551,13409,3,
TC039,2,iw,1.0,0.7663768115942029,0.8598260869565217,1,1,1.0,8,8,7,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.7297297297297297,0.84375,0.7826086956521738,27,5,10,0.6666666666666666,4,2,0,8,27570,10859,38429,6,
TC039,2,oa,1.0,0.7399004975124378,0.8439402985074627,1,1,1.0,8,8,8,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.6857142857142857,0.75,0.7164179104477612,24,8,11,0.6666666666666666,4,2,1,11,52618,16640,69258,10,
TC039,2,mad,1.0,0.676923076923077,0.8061538461538462,1,1,1.0,11,11,11,0,0.5454545454545454,0.8571428571428571,0.6666666666666665,6,1,5,0.5869565217391305,0.84375,0.6923076923076924,27,5,19,0.6666666666666666,4,2,1,8,43210,14916,58126,8,
TC040,2,sa,1.0,0.8587301587301588,0.9152380952380953,1,1,1.0,7,7,8,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,6,1,1,0.8857142857142857,0.8378378378378378,0.8611111111111112,31,6,4,0.8571428571428571,6,1,0,8,2488,1678,4166,1,
TC040,2,ps,1.0,0.7517460317460318,0.851047619047619,1,1,1.0,8,8,9,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.7428571428571429,0.7027027027027027,0.7222222222222223,26,11,9,0.7142857142857143,5,2,0,14,10072,6128,16200,3,
TC040,2,iw,1.0,0.7042798514754739,0.8225679108852844,1,1,1.0,10,10,11,0,0.6,0.8571428571428571,0.7058823529411764,6,1,4,0.6122448979591837,0.8108108108108109,0.6976744186046512,30,7,19,0.7142857142857143,5,2,0,10,30020,11780,41800,6,
TC040,2,oa,1.0,0.736829745596869,0.8420978473581213,1,1,1.0,8,8,9,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.6944444444444444,0.6756756756756757,0.684931506849315,25,12,11,0.7142857142857143,5,2,0,15,18267,7039,25306,4,
TC040,2,mad,1.0,0.7641558441558443,0.8584935064935065,1,1,1.0,8,8,9,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.725,0.7837837837837838,0.7532467532467533,29,8,11,0.7142857142857143,5,2,0,11,45070,14708,59778,8,
TC041,2,sa,1.0,0.5838095238095238,0.7502857142857142,1,1,1.0,8,8,7,0,0.625,0.7142857142857143,0.6666666666666666,5,2,3,0.5135135135135135,0.5757575757575758,0.5428571428571428,19,14,18,0.5,3,3,0,19,2494,1707,4201,1,
TC041,2,ps,1.0,0.529976580796253,0.7179859484777518,1,1,1.0,7,7,6,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,5,2,2,0.39285714285714285,0.3333333333333333,0.360655737704918,11,22,17,0.5,3,3,0,27,9225,4616,13841,3,
TC041,2,iw,1.0,0.5387387387387388,0.7232432432432433,1,1,1.0,8,8,8,0,0.625,0.7142857142857143,0.6666666666666666,5,2,3,0.4634146341463415,0.5757575757575758,0.5135135135135135,19,14,22,0.3333333333333333,2,4,0,20,28114,10529,38643,6,
TC041,2,oa,1.0,0.35743589743589743,0.6144615384615385,1,1,1.0,8,8,8,0,0.5,0.5714285714285714,0.5333333333333333,4,3,4,0.28125,0.2727272727272727,0.2769230769230769,9,24,23,0.16666666666666666,1,5,0,32,37074,11360,48434,7,
TC041,2,mad,1.0,0.5526666666666668,0.7316,1,1,1.0,9,9,9,0,0.5555555555555556,0.7142857142857143,0.6250000000000001,5,2,4,0.4523809523809524,0.5757575757575758,0.5066666666666667,19,14,23,0.5,3,3,0,19,41066,13783,54849,8,
TC042,2,sa,1.0,0.7384615384615385,0.8430769230769231,1,1,1.0,7,7,6,0,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,1,2,0.6470588235294118,0.7096774193548387,0.6769230769230768,22,9,12,0.8,4,1,0,11,2507,1584,4091,1,
TC042,2,ps,1.0,0.7600000000000001,0.8560000000000001,1,1,1.0,6,6,5,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.6896551724137931,0.6451612903225806,0.6666666666666667,20,11,9,0.8,4,1,0,13,8925,4294,13219,3,
TC042,2,iw,1.0,0.7123809523809524,0.8274285714285714,1,1,1.0,8,8,7,0,0.625,0.8333333333333334,0.7142857142857143,5,1,3,0.6285714285714286,0.7096774193548387,0.6666666666666666,22,9,13,0.8,4,1,0,11,30077,11251,41328,6,
TC042,2,oa,1.0,0.7600000000000001,0.8560000000000001,1,1,1.0,6,6,5,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.6896551724137931,0.6451612903225806,0.6666666666666667,20,11,9,0.8,4,1,0,13,16240,5330,21570,4,
TC042,2,mad,1.0,0.5333333333333333,0.72,1,1,1.0,9,9,9,0,0.4444444444444444,0.6666666666666666,0.5333333333333333,4,2,5,0.43902439024390244,0.5806451612903226,0.5,18,13,23,0.6,3,2,0,17,42080,13702,55782,8,
TC043,2,sa,1.0,0.9612903225806453,0.9767741935483871,1,1,1.0,7,7,6,0,1.0,1.0,1.0,7,0,0,0.9032258064516129,0.9032258064516129,0.9032258064516129,28,3,3,1.0,6,0,0,3,2477,1466,3943,1,
TC043,2,ps,1.0,0.9333333333333333,0.96,1,1,1.0,7,7,6,0,1.0,1.0,1.0,7,0,0,0.8620689655172413,0.8064516129032258,0.8333333333333334,25,6,4,1.0,6,0,0,6,9184,4969,14153,3,
TC043,2,iw,1.0,0.8298550724637681,0.8979130434782608,1,1,1.0,8,8,8,0,0.875,1.0,0.9333333333333333,7,0,1,0.6578947368421053,0.8064516129032258,0.7246376811594202,25,6,13,0.8333333333333334,5,1,0,7,26941,9438,36379,6,
TC043,2,oa,1.0,0.8447619047619048,0.9068571428571429,1,1,1.0,8,8,7,0,0.875,1.0,0.9333333333333333,7,0,1,0.75,0.7741935483870968,0.7619047619047619,24,7,8,0.8333333333333334,5,1,0,8,16967,6007,22974,4,
TC043,2,mad,1.0,0.8071895424836601,0.884313725490196,1,1,1.0,10,10,9,0,0.7,1.0,0.8235294117647058,7,0,3,0.6097560975609756,0.8064516129032258,0.6944444444444445,25,6,16,1.0,6,0,0,6,39754,12710,52464,8,
TC044,2,sa,1.0,0.7251282051282051,0.835076923076923,1,1,1.0,6,6,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.65625,0.6363636363636364,0.6461538461538462,21,12,11,0.6666666666666666,4,2,0,15,2485,1457,3942,1,
TC044,2,ps,1.0,0.7090909090909091,0.8254545454545454,1,1,1.0,6,6,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.6060606060606061,0.6060606060606061,0.6060606060606061,20,13,13,0.6666666666666666,4,2,0,16,9250,5130,14380,3,
TC044,2,iw,1.0,0.688912964969303,0.8133477789815817,1,1,1.0,7,7,9,0,0.7142857142857143,0.8333333333333334,0.7692307692307692,5,1,2,0.5789473684210527,0.6666666666666666,0.619718309859155,22,11,16,0.6666666666666666,4,2,0,14,27532,10221,37753,6,
TC044,2,oa,1.0,0.7005128205128206,0.8203076923076924,1,1,1.0,6,6,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.59375,0.5757575757575758,0.5846153846153846,19,14,13,0.6666666666666666,4,2,0,17,16726,5983,22709,4,
TC044,2,mad,1.0,0.6323809523809524,0.7794285714285714,1,1,1.0,8,8,8,0,0.625,0.8333333333333334,0.7142857142857143,5,1,3,0.47619047619047616,0.6060606060606061,0.5333333333333333,20,13,22,0.6666666666666666,4,2,0,16,43351,14403,57754,8,
TC045,2,sa,0.0,0.7657142857142858,0.45942857142857146,0,1,1.0,8,8,9,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.6153846153846154,0.7741935483870968,0.6857142857142857,24,7,15,0.8571428571428571,6,1,0,9,2472,1842,4314,1,ddl_generation_failed: Zirkelreferenz im Schema entdeckt: departments -> employees -> departments. Topologische Sortierung nicht möglich.
TC045,2,ps,0.0,0.7384873949579833,0.44309243697479,0,1,1.0,8,8,9,0,0.75,0.8571428571428571,0.7999999999999999,6,1,2,0.5675675675675675,0.6774193548387096,0.6176470588235294,21,10,16,0.8571428571428571,6,1,0,12,10009,5898,15907,3,ddl_generation_failed: Zirkelreferenz im Schema entdeckt: departments -> employees -> departments. Topologische Sortierung nicht möglich.
TC045,2,iw,0.0,0.2566666666666667,0.15400000000000003,0,1,1.0,9,9,10,0,0.3333333333333333,0.42857142857142855,0.375,3,4,6,0.22727272727272727,0.3225806451612903,0.26666666666666666,10,21,34,0.0,0,7,0,32,29127,10476,39603,6,ddl_generation_failed: Zirkelreferenz im Schema entdeckt: departments -> persons -> departments. Topologische Sortierung nicht möglich.
TC045,2,oa,1.0,0.373015873015873,0.6238095238095238,1,1,1.0,9,9,10,0,0.4444444444444444,0.5714285714285714,0.5,4,3,5,0.3170731707317073,0.41935483870967744,0.3611111111111111,13,18,28,0.14285714285714285,1,6,0,27,64064,19524,83588,10,
TC045,2,mad,1.0,0.22008032128514055,0.5320481927710843,1,1,1.0,11,11,12,0,0.2727272727272727,0.42857142857142855,0.33333333333333326,3,4,8,0.17307692307692307,0.2903225806451613,0.21686746987951808,9,22,43,0.0,0,7,0,33,42010,14803,56813,8,
TC046,2,sa,1.0,0.3829573934837093,0.6297744360902255,1,1,1.0,7,7,7,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,3,4,4,0.39285714285714285,0.3793103448275862,0.3859649122807017,11,18,17,0.2857142857142857,2,5,0,27,2434,1424,3858,1,
TC046,2,ps,1.0,0.3594805194805195,0.6156883116883117,1,1,1.0,7,7,7,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,3,4,4,0.34615384615384615,0.3103448275862069,0.32727272727272727,9,20,17,0.2857142857142857,2,5,0,29,8925,4568,13493,3,
TC046,2,iw,1.0,0.3425274725274726,0.6055164835164836,1,1,1.0,9,9,10,0,0.3333333333333333,0.42857142857142855,0.375,3,4,6,0.3055555555555556,0.3793103448275862,0.3384615384615385,11,18,25,0.2857142857142857,2,5,0,27,26440,9728,36168,6,
TC046,2,oa,1.0,0.37142857142857144,0.6228571428571429,1,1,1.0,7,7,7,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,3,4,4,0.37037037037037035,0.3448275862068966,0.35714285714285715,10,19,17,0.2857142857142857,2,5,0,28,16605,5875,22480,4,
TC046,2,mad,1.0,0.35464285714285715,0.6127857142857143,1,1,1.0,8,8,8,0,0.375,0.42857142857142855,0.39999999999999997,3,4,5,0.3142857142857143,0.3793103448275862,0.34375,11,18,24,0.2857142857142857,2,5,0,27,41774,13434,55208,8,
TC047,2,sa,1.0,0.333943661971831,0.6003661971830986,1,1,1.0,7,7,9,0,0.42857142857142855,0.375,0.39999999999999997,3,5,4,0.3235294117647059,0.2972972972972973,0.3098591549295775,11,26,23,0.25,2,6,0,37,2480,1672,4152,1,
TC047,2,ps,1.0,0.12717948717948718,0.4763076923076923,1,1,1.0,7,7,9,0,0.14285714285714285,0.125,0.13333333333333333,1,7,6,0.21428571428571427,0.16216216216216217,0.1846153846153846,6,31,22,0.0,0,8,0,46,9979,5622,15601,3,
TC047,2,iw,1.0,0.1394871794871795,0.48369230769230775,1,1,1.0,7,7,8,0,0.14285714285714285,0.125,0.13333333333333333,1,7,6,0.25,0.1891891891891892,0.2153846153846154,7,30,21,0.0,0,8,0,45,6681,2323,9004,2,
TC047,2,oa,1.0,0.2066666666666667,0.524,1,1,1.0,7,7,8,0,0.2857142857142857,0.25,0.26666666666666666,2,6,5,0.2222222222222222,0.16216216216216217,0.1875,6,31,21,0.125,1,7,0,44,17997,6712,24709,4,
TC047,2,mad,1.0,0.12093896713615024,0.47256338028169015,1,1,1.0,7,7,9,0,0.14285714285714285,0.125,0.13333333333333333,1,7,6,0.17647058823529413,0.16216216216216217,0.16901408450704225,6,31,28,0.0,0,8,0,46,41218,12984,54202,8,
TC048,2,sa,1.0,0.26,0.556,1,1,1.0,8,8,8,0,0.375,0.375,0.375,3,5,5,0.2682926829268293,0.28205128205128205,0.275,11,28,30,0.0,0,8,0,41,2474,1873,4347,1,
TC048,2,ps,1.0,0.2643478260869565,0.5586086956521739,1,1,1.0,7,7,6,0,0.42857142857142855,0.375,0.39999999999999997,3,5,4,0.3,0.23076923076923078,0.2608695652173913,9,30,21,0.0,0,8,0,43,8847,4662,13509,3,
TC048,2,iw,1.0,0.24242424242424238,0.5454545454545454,1,1,1.0,10,10,12,0,0.3,0.375,0.33333333333333326,3,5,7,0.24489795918367346,0.3076923076923077,0.2727272727272727,12,27,37,0.0,0,8,0,40,30242,11497,41739,6,
TC048,2,oa,1.0,0.25140845070422535,0.5508450704225352,1,1,1.0,8,8,7,0,0.375,0.375,0.375,3,5,5,0.28125,0.23076923076923078,0.2535211267605634,9,30,23,0.0,0,8,0,43,18187,6723,24910,4,
TC048,2,mad,1.0,0.21565217391304348,0.5293913043478261,1,1,1.0,12,12,15,0,0.25,0.375,0.3,3,5,9,0.20754716981132076,0.28205128205128205,0.2391304347826087,11,28,42,0.0,0,8,0,41,46236,16279,62515,8,
TC049,2,sa,1.0,0.42088835534213687,0.6525330132052821,1,1,1.0,10,10,11,0,0.4,0.5714285714285714,0.47058823529411764,4,3,6,0.33962264150943394,0.4,0.36734693877551017,18,27,35,0.42857142857142855,3,4,0,34,2507,2434,4941,1,
TC049,2,ps,1.0,0.4624338624338624,0.6774603174603175,1,1,1.0,7,7,7,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,0.4166666666666667,0.3333333333333333,0.3703703703703704,15,30,21,0.42857142857142855,3,4,0,37,9693,5317,15010,3,
TC049,2,iw,1.0,0.4533834586466165,0.67203007518797,1,1,1.0,12,12,13,0,0.4166666666666667,0.7142857142857143,0.5263157894736842,5,2,7,0.26865671641791045,0.4,0.3214285714285714,18,27,49,0.5714285714285714,4,3,0,32,33797,14047,47844,6,
TC049,2,oa,1.0,0.5493333333333335,0.7296,1,1,1.0,7,7,7,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,5,2,2,0.4666666666666667,0.3111111111111111,0.37333333333333335,14,31,16,0.5714285714285714,4,3,0,36,16155,5391,21546,4,
TC049,2,mad,1.0,0.4335839598997494,0.6601503759398497,1,1,1.0,13,13,16,0,0.38461538461538464,0.7142857142857143,0.5,5,2,8,0.2463768115942029,0.37777777777777777,0.29824561403508776,17,28,52,0.5714285714285714,4,3,0,33,50724,19433,70157,8,
TC050,2,sa,1.0,0.5961904761904762,0.7577142857142858,1,1,1.0,6,6,6,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,0.6571428571428571,0.6571428571428571,0.6571428571428571,23,12,12,0.3333333333333333,2,4,0,18,2516,1533,4049,1,
TC050,2,ps,1.0,0.5425641025641026,0.7255384615384616,1,1,1.0,6,6,6,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,0.5666666666666667,0.4857142857142857,0.523076923076923,17,18,13,0.3333333333333333,2,4,0,24,9204,4538,13742,3,
TC050,2,iw,1.0,0.581981981981982,0.7491891891891893,1,1,1.0,6,6,7,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,0.5897435897435898,0.6571428571428571,0.6216216216216216,23,12,16,0.3333333333333333,2,4,1,18,27813,9492,37305,6,
TC050,2,oa,1.0,0.7258215962441315,0.8354929577464789,1,1,1.0,6,6,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.6388888888888888,0.6571428571428571,0.647887323943662,23,12,13,0.6666666666666666,4,2,0,15,17561,6293,23854,4,
TC050,2,mad,1.0,0.5786666666666667,0.7472000000000001,1,1,1.0,6,6,6,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,2,2,0.575,0.6571428571428571,0.6133333333333333,23,12,17,0.3333333333333333,2,4,0,18,42635,13117,55752,8,
TC051,2,sa,1.0,0.49805499664654596,0.6988329979879275,1,1,1.0,7,7,8,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,0.4864864864864865,0.5294117647058824,0.5070422535211269,18,16,19,0.3333333333333333,2,4,0,23,2515,1735,4250,1,
TC051,2,ps,1.0,0.4552380952380952,0.6731428571428572,1,1,1.0,7,7,8,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,0.41935483870967744,0.38235294117647056,0.39999999999999997,13,21,18,0.3333333333333333,2,4,0,28,9402,4928,14330,3,
TC051,2,iw,1.0,0.48471177944862154,0.690827067669173,1,1,1.0,7,7,8,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,0.42857142857142855,0.5294117647058824,0.4736842105263158,18,16,24,0.3333333333333333,2,4,0,23,28762,11244,40006,6,
TC051,2,oa,1.0,0.4552380952380952,0.6731428571428572,1,1,1.0,7,7,8,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,0.41935483870967744,0.38235294117647056,0.39999999999999997,13,21,18,0.3333333333333333,2,4,0,28,35553,10982,46535,7,
TC051,2,mad,1.0,0.4741854636591478,0.6845112781954887,1,1,1.0,7,7,9,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,4,3,3,0.40476190476190477,0.5,0.4473684210526316,17,17,25,0.3333333333333333,2,4,0,24,42999,13954,56953,8,
TC052,2,sa,1.0,0.6876865671641792,0.8126119402985075,1,1,1.0,8,8,9,0,0.75,0.75,0.75,6,2,2,0.6285714285714286,0.6875,0.6567164179104478,22,10,13,0.625,5,3,0,15,2503,1767,4270,1,
TC052,2,ps,1.0,0.6411990950226245,0.7847194570135747,1,1,1.0,9,9,8,0,0.6666666666666666,0.75,0.7058823529411765,6,2,3,0.5757575757575758,0.59375,0.5846153846153846,19,13,14,0.625,5,3,0,18,9061,4758,13819,3,
TC052,2,iw,1.0,0.4936507936507937,0.6961904761904762,1,1,1.0,10,10,10,0,0.5,0.625,0.5555555555555556,5,3,5,0.34615384615384615,0.5625,0.4285714285714286,18,14,34,0.5,4,4,0,21,32125,13337,45462,6,
